E,N,y,x
2552805.455,1209390.333,552805.72,209389.88
2545537.763,1210592.516,545538.216,210592.101
2546031.284,1209581.212,546031.71,209580.8
2546437.693,1210935.577,546438.11,210935.1
2569325.435,1214366.503,569325.506,214365.977
2544707.044,1210891.1,544707.517,210890.677
2544224.301,1209834.348,544224.792,209833.951
2568372.968,1213704.919,568373.009,213704.39
2567429.626,1211975.031,567429.65,211974.52
2570950.551,1213066.359,570950.53,213065.9
2546942.652,1210591.129,546943.06,210590.678
2547446.381,1210487.841,547446.772,210487.387
2547029.15,1209435.656,547029.55,209435.27
2548143.968,1210150.114,548144.324,210149.66
2570238.547,1212207.98,570238.538,212207.51
2548496.056,1210759.625,548496.396,210759.161
2548880.018,1210950.487,548880.339,210950.015
2549216.746,1210296.376,549217.057,210295.935
2547839.01,1208938.294,547839.371,208937.888
2570860.796,1212136.493,570860.785,212136.027
2545286.437,1209534.499,545286.885,209534.105
2544873.606,1208085.46,544874.02,208085.06
2543850.283,1213053.32,543850.749,213052.845
2571236.461,1212443.465,571236.452,212442.995
2549670.791,1207149.283,549671.11,207148.9
2547408.726,1205181.595,547409.11,205181.28
2551479.56,1205774.318,551479.834,205773.865
2547299.507,1203581.01,547299.914,203580.71
2547693.021,1204472.049,547693.407,204471.74
2546652.31,1204495.195,546652.73,204494.89
2552139.579,1203859.384,552139.86,203858.93
2551058.963,1203858.574,551059.247,203858.137
2553744.505,1203570.375,553744.746,203569.953
2542769.5,1208114.797,542769.94,208114.47
2544107.673,1207167.849,544108.06,207167.54
2546008.989,1205492.256,546009.354,205491.926
2543210.433,1205331.788,543210.86,205331.46
2542652.965,1206439.857,542653.34,206439.52
2541955.046,1207405.819,541955.41,207405.48
2541539.413,1206643.461,541539.8,206643.18
2541678.541,1207942.593,541678.915,207942.23
2541878.379,1205996.191,541878.7,205995.79
2539836.516,1206051.92,539836.9,206051.65
2541481.37,1205844.734,541481.7,205844.38
2541037.078,1205546.751,541037.39,205546.39
2539667.656,1204726.512,539668,204726.22
2541437.404,1203046.728,541437.79,203046.41
2540756.978,1208360.16,540757.36,208359.84
2539525.703,1206435.936,539526.069,206435.665
2537671.116,1204500.256,537671.438,204499.968
2535686.928,1203999.943,535687.21,203999.665
2533565.738,1202705.134,533565.98,202704.83
2535977.026,1202433.325,535977.318,202433.029
2533232.673,1199977.133,533232.88,199976.84
2535215.411,1198126.159,535215.67,198125.84
2528027.394,1198489.747,528027.6,198489.42
2530517.857,1197174.42,530518.04,197174.06
2531573.842,1199005.534,531574,199005.19
2528860.628,1195959.906,528860.76,195959.55
2527369.01,1190111.981,527369.173,190111.523
2530009.153,1191372.566,530009.354,191372.139
2527497.237,1191894.622,527497.386,191894.196
2529757.72,1190172.917,529757.909,190172.471
2531332.65,1189357.09,531332.83,189356.67
2563241.853,1201671.319,563242,201671
2564989.879,1202846.316,564990,202846
2526144.243,1188875.046,526144.425,188874.581
2526044.759,1190426.034,526044.932,190425.571
2527770.982,1189258.711,527771.147,189258.257
2528083.018,1188721.448,528083.23,188720.929
2532675.578,1197177.586,532675.776,197177.228
2534350.934,1195577.233,534351.21,195576.85
2532420.132,1193623.592,532420.33,193623.15
2535840.058,1196364.749,535840.333,196364.376
2537043.552,1196623.021,537043.869,196622.63
2536892.102,1195915.133,536892.32,195914.66
2537815.083,1196024.587,537815.41,196024.13
2538385.723,1196652.736,538386.1,196652.34
2539355.24,1198725.535,539355.57,198725.17
2537092.899,1195641.616,537093.17,195641.15
2535081.575,1194758.993,535081.86,194758.53
2535547.343,1192314.05,535547.58,192313.67
2539680.308,1192877.032,539680.552,192876.565
2539655.084,1196946.476,539655.464,196946.106
2540578.453,1197546.164,540578.843,197545.791
2541591.709,1194443.226,541592.08,194442.83
2545322.91,1198029.15,545323.25,198028.78
2544885.09,1199640.853,544885.504,199640.483
2543425.018,1198849.108,543425.444,198848.727
2543317.167,1200312.317,543317.606,200311.948
2544084.109,1200799.713,544084.52,200799.35
2541566.659,1201432.401,541567.07,201432.02
2541636.49,1199286.36,541636.93,199286.01
2545533.189,1201283.886,545533.596,201283.478
2546453.426,1200777.717,546453.818,200777.337
2546155.395,1201570.094,546155.84,201569.7
2547135.62,1201366.859,547136.03,201366.48
2546876.618,1202334.438,546877.048,202334.128
2546090.855,1202055.433,546091.285,202055.1
2546414.798,1202198.072,546415.227,202197.749
2546188.015,1202566.591,546188.434,202566.266
2545752.685,1201646.623,545753.121,201646.277
2544754.997,1202017.291,544755.416,202016.891
2546015.056,1200435.372,546015.453,200434.997
2546567.76,1199251.587,546568.152,199251.229
2547387.824,1200599.475,547388.204,200599.1
2552315.282,1202923.471,552315.532,202923.061
2551667.208,1203010.841,551667.46,203010.44
2552676.202,1202813.845,552676.464,202813.435
2553832.464,1202108.62,553832.73,202108.22
2555184.633,1204702.108,555184.86,204701.71
2563837.282,1209229.955,563837.54,209229.52
2563081.022,1210753.401,563081.228,210752.954
2560817.855,1209925.558,560818.115,209925.077
2561076.323,1215116.94,561076.54,215116.41
2566810.893,1204058.325,566811,204058
2562258.175,1215437.794,562258.31,215437.21
2559253.697,1210650.351,559253.928,210649.844
2562073.531,1212707.274,562073.72,212706.78
2560497.365,1211932.931,560497.58,211932.45
2571496.037,1215191.971,571495.99,215191.41
2565029.788,1213948.896,565029.94,213948.4
2571538.357,1212602.689,571538.38,212602.22
2571277.441,1212675.455,571277.452,212674.982
2571568.975,1212251.949,571568.98,212251.46
2571859.311,1212375.211,571859.311,212374.721
2571911.633,1212150.728,571911.646,212150.223
2571963.805,1214533.895,571963.81,214533.36
2561167.855,1204493.778,561168.085,204493.375
2572201.65,1212679.862,572201.668,212679.372
2572774.413,1212762.833,572774.433,212762.35
2554773.504,1221108.151,554773.71,221107.39
2527552.698,1202315.459,527552.858,202315.18
2537834.799,1201329.381,537835.113,201329.061
2538333.585,1203443.786,538333.93,203443.49
2547663.444,1214290.661,547663.84,214290.12
2545371.369,1205136.152,545371.755,205135.846
2546548.002,1205708.829,546548.375,205708.495
2543232.023,1198139.974,543232.427,198139.596
2542039.3,1198074.554,542039.697,198074.168
2539095.633,1201110.181,539095.958,201109.85
2535676.39,1195820.411,535676.7,195819.98
2534183.18,1194386.856,534183.45,194386.45
2545623.91,1203605.6,545624.28,203605.29
2543841.458,1201209.261,543841.885,201208.879
2548001.655,1203076.346,548002.11,203076.02
2546326.02,1205303.33,546326.393,205302.978
2545773.38,1205031.287,545773.768,205030.972
2550533.598,1202930.107,550533.93,202929.73
2546948.818,1192859.042,546949.22,192858.63
2545733.666,1189444.432,545733.99,189443.99
2547839.637,1191854.817,547839.98,191854.42
2548041.195,1193322.267,548041.58,193321.84
2526276.414,1193588.784,526276.59,193588.36
2529252.66,1193156.057,529252.82,193155.66
2532849.827,1191346.281,532850.033,191345.78
2572055.884,1213231.289,572055.898,213230.811
2571844.217,1213785.939,571844.21,213785.439
2571453.684,1213270.628,571453.697,213270.16
2569431.22,1214072.669,569431.264,214072.16
2568941.391,1214085.214,568941.433,214084.669
2548815.125,1215379.204,548815.511,215378.642
2549293.595,1213853.807,549293.974,213853.24
2549755.3,1213745.162,549755.68,213744.65
2550828.493,1211058.775,550828.81,211058.29
2550050.623,1211353.67,550050.925,211353.157
2550199.063,1211980.576,550199.345,211980.073
2549448.527,1212026.294,549448.86,212025.79
2549323.025,1211067.442,549323.341,211066.957
2549883.815,1212906.091,549884.15,212905.55
2548615.468,1213343.249,548615.849,213342.704
2549253.18,1213072.346,549253.52,213071.79
2549577.303,1213346.444,549577.649,213345.925
2548289.654,1212798.618,548290.039,212798.102
2548837.315,1212214.402,548837.652,212213.909
2548785.258,1211810.603,548785.597,211810.108
2549325.402,1212432.284,549325.738,212431.777
2548368.545,1212141.292,548368.909,212140.801
2547801.247,1212542.891,547801.641,212542.382
2547751.58,1213268.532,547751.981,213267.991
2548168.221,1212445.335,548168.604,212444.825
2547205.742,1213640.942,547206.18,213640.38
2546819.13,1213328.738,546819.539,213328.209
2547293.288,1213431.613,547293.665,213431.069
2546962.125,1212902.627,546962.535,212902.108
2546477.431,1212489.144,546477.855,212488.642
2546715.554,1212392.285,546715.97,212391.768
2547898.756,1211814.494,547899.14,211813.97
2547197.903,1211773.341,547198.292,211772.841
2546569.197,1211301.598,546569.6,211301.11
2546470.809,1211834.124,546471.231,211833.603
2546233.737,1212061.14,546234.181,212060.662
2545931.68,1211722.597,545932.088,211722.132
2545245.639,1211754.251,545246.097,211753.754
2545401.934,1212042.402,545402.367,212041.917
2545440.709,1211654.932,545441.187,211654.471
2545801.696,1211441.105,545802.117,211440.671
2545326.007,1211402.294,545326.541,211401.798
2545714.977,1211088.013,545715.445,211087.563
2546015.084,1211362.395,546015.525,211361.916
2550204.395,1213395.78,550204.731,213395.253
2549378.618,1213533.807,549378.98,213533.3
2547717.705,1213645.132,547718.087,213644.612
2545316.318,1211002.724,545316.785,211002.289
2545914.776,1211984.181,545915.218,211983.726
2545686.502,1211840.821,545686.945,211840.381
2550423.418,1212438.325,550423.737,212437.803
2545526.678,1211197.835,545527.153,211197.403
2546348.094,1211583.226,546348.515,211582.734
2546632.053,1211672.557,546632.459,211672.06
2546797.526,1211978.834,546797.945,211978.328
2546516.055,1212234.04,546516.486,212233.527
2546127.641,1212638.274,546128.068,212637.781
2545735.575,1212289.257,545736.003,212288.775
2546500.326,1213007.296,546500.735,213006.784
2547418.047,1212779.205,547418.438,212778.679
2547432.309,1213286.961,547432.701,213286.434
2548165.676,1213259.148,548166.073,213258.613
2548392.589,1212503.131,548392.953,212502.628
2548198.582,1212172.501,548198.954,212172.001
2548343.137,1211910.343,548343.529,211909.847
2548308.055,1211753.712,548308.443,211753.22
2548278.71,1211471.089,548279.05,211470.61
2548559.403,1211488.144,548559.749,211487.638
2547894.857,1210934.453,547895.24,210933.981
2547754.52,1212260.858,547754.928,212260.343
2547419.403,1212172.696,547419.801,212172.193
2682434.33,1201560.99,682433.53,201561.28
2687835.191,1204264.256,687834.52,204264.5
2682908.763,1204980.552,682908.1,204980.77
2683511,1200033.849,683510.31,200034.05
2678945.032,1199331.563,678944.37,199331.67
2682551.054,1195409.576,682550.43,195409.86
2675377.1,1199864.6,675376.45,199864.76
2674263.845,1193920.564,674263.12,193920.8
2678893.678,1189804.291,678893.04,189804.46
2675770.854,1187144.432,675770.21,187144.76
2680859.143,1201802.289,680858.38,201802.48
2677471.372,1202543.255,677470.65,202543.44
2668242.511,1203624.807,668241.79,203624.93
2674523.236,1202556.787,674522.56,202556.97
2670501.812,1200988.822,670501.09,200989.01
2673062.11,1197713.707,673061.36,197713.86
2666857.43,1200560.92,666856.7,200561.04
2665812.009,1197878.612,665811.28,197878.7
2668664.709,1198022.616,668664.03,198022.65
2663228.645,1202421.974,663227.92,202422.08
2664222.047,1199272.508,664221.37,199272.63
2671192.256,1191395.443,671191.6,191395.69
2667823.42,1192256.72,667822.78,192256.85
2672564.391,1187644.027,672563.76,187644.32
2665635.556,1189645.695,665634.94,189645.9
2666036.795,1187088.535,666036.2,187088.77
2672085.239,1185702.773,672084.62,185703.08
2664232.073,1183922.437,664231.51,183922.67
2678524.91,1183805.71,678524.27,183806.06
2683617.71,1190649.83,683617.05,190650.05
2674903.435,1185492.49,674902.81,185492.82
2683481.417,1177064.472,683480.95,177064.79
2657727.634,1199839.585,657726.97,199839.65
2662171.01,1198410.072,662170.36,198410.18
2655822.763,1195932.151,655822.15,195932.22
2661239.514,1196834.153,661238.86,196834.27
2663089.679,1197834.477,663089.02,197834.6
2666100.608,1195648.543,666099.96,195648.7
2663148.331,1196001.269,663147.68,196001.4
2658745.891,1193623.53,658745.28,193623.67
2660687.425,1194424.788,660686.8,194424.92
2662051.755,1194327.126,662051.12,194327.27
2663942.085,1192117.982,663941.46,192118.16
2652495.484,1193698.984,652494.93,193699.07
2649944.585,1192324.96,649944.04,192325.01
2650299.316,1189753.908,650298.79,189754
2654178.457,1189421.46,654177.91,189421.59
2658356.08,1191123.873,658355.49,191124.03
2661276.956,1191265.069,661276.36,191265.23
2649387.001,1185466.553,649386.52,185466.69
2651841.971,1187284.687,651841.45,187284.81
2655585.925,1188406.667,655585.37,188406.83
2658516.532,1188638.82,658515.96,188638.99
2661198.998,1188013.677,661198.42,188013.86
2664711.627,1187029.892,664711.04,187030.11
2653803.314,1184506.498,653802.79,184506.67
2656413.11,1185819.57,656412.57,185819.77
2656735.515,1187179.564,656734.997,187179.77
2658883.371,1183957.743,658882.83,183957.94
2661038.114,1183087.941,661037.57,183088.16
2654167.646,1181673.084,654167.14,181673.31
2655285.135,1183136.178,655284.62,183136.37
2658474.37,1181007.54,658473.85,181007.75
2723272.37,1258691.54,723271.55,258691.82
2721338.03,1255892.91,721337.28,255893.21
2724527.03,1255712.63,724526.25,255712.91
2726825.97,1258786.63,726825.18,258786.97
2727571.18,1254769.65,727570.42,254769.94
2729862.01,1257263.6,729861.26,257263.92
2730306.44,1254090.42,730305.72,254090.7
2733140.38,1255432.02,733139.66,255432.3
2733518.83,1252831.93,733518.15,252832.21
2730015.3,1249820.1,730014.62,249820.44
2727209.92,1251690.4,727209.15,251690.66
2724981.11,1253084.94,724980.35,253085.2
2743114.64,1219916.86,743113.98,219917.17
2738705.89,1219839.89,738705,219840.19
2740712.04,1216335.31,740711.43,216335.6
2746641.8,1216080.67,746641.14,216080.93
2744750.97,1214202.88,744750.32,214203.16
2744200.91,1264775.37,744200.21,264775.83
2742139.8,1263164.8,742139.12,263165.23
2745515.22,1261795.65,745514.53,261796.09
2742663,1260101.85,742662.34,260102.32
2745937.55,1258889.64,745936.91,258890.07
2748459.04,1260927.02,748458.45,260927.49
2743448.18,1256557.29,743447.51,256557.69
2749179.27,1258131.99,749178.63,258132.38
2751581.76,1259783.24,751581.16,259783.66
2746857.51,1256123.61,746856.94,256124.06
2752860.19,1221665.59,752859.58,221665.85
2750753.05,1216840.46,750752.34,216840.7
2755799.16,1218597.79,755798.51,218598
2752006.63,1212822.53,752006,212822.72
2751312.29,1228650.64,751311.68,228650.89
2747203.05,1225312.27,747202.39,225312.48
2752621.14,1225066.44,752620.6,225066.7
2720094.42,1230527.73,720093.67,230528
2716351.98,1230101.81,716351.17,230102.01
2719692.98,1227919.61,719692.19,227919.83
2722376.68,1228332.11,722375.9,228332.32
2716606.13,1227134.93,716605.36,227135.09
2732153.38,1235304.73,732152.63,235304.95
2732179.05,1231851.99,732178.26,231852.21
2735418.82,1232868.08,735418,232868.27
2729098.44,1233155.11,729097.68,233155.34
2727832.2,1231228.92,727831.45,231229.17
2731764.55,1228227.76,731763.81,228227.99
2735487.46,1229173.01,735486.67,229173.24
2738109.67,1258481.21,738108.98,258481.56
2736218.6,1255007.36,736217.88,255007.66
2739420.91,1255149.09,739420.2,255149.41
2740795.87,1257519.41,740795.15,257519.75
2742972.78,1253933.82,742972.13,253934.23
2724100.68,1250453.94,724099.88,250454.21
2720709.68,1250262.01,720708.9,250262.26
2723626.56,1248029.13,723625.79,248029.4
2726923.41,1248555.8,726922.67,248556.11
2720030.73,1247085.66,720029.91,247085.86
2722380.59,1245321.93,722379.78,245322.2
2726396.26,1245733.23,726395.53,245733.54
2719700.63,1243174.84,719699.84,243175.14
2724107.02,1242760.97,724106.23,242761.18
2726957.28,1242105.06,726956.52,242105.32
2723446.7,1239898.9,723445.94,239899.11
2732253.63,1244552.38,732252.94,244552.73
2729740.27,1243226.82,729739.57,243227.11
2731266.84,1240921.23,731266.13,240921.51
2726827.74,1238429.35,726826.95,238429.59
2731317.71,1238125.48,731316.99,238125.73
2728191.75,1235599.36,728191,235599.62
2753566.79,1261758.18,753566.16,261758.63
2757044.13,1260536.21,757043.59,260536.65
2760443.37,1262142.9,760442.84,262143.34
2750770.44,1264353.7,750769.8,264354.2
2742372.44,1265903.75,742371.76,265904.2
2738997.75,1263816.4,738997.05,263816.83
2739430.29,1260325.39,739429.62,260325.79
2763781.91,1259488.04,763781.4,259488.47
2766585.08,1257124.68,766584.76,257125.09
2713817.98,1233687.87,713817.15,233688.07
2711796.39,1231417.62,711795.61,231417.87
2716322.68,1233674.82,716321.87,233675.03
2719423.75,1233529.2,719423,233529.42
2719880.83,1258302.92,719880.08,258303.21
2723481.71,1261656.32,723480.9,261656.65
2726834.43,1261519.34,726833.62,261519.64
2729477.25,1259724.25,729476.49,259724.6
2748085.09,1218618.85,748084.43,218619.07
2750602.84,1218598.52,750602.16,218598.76
2733518.52,1223932.89,733517.78,223933.1
2735100.88,1221302.69,735100.19,221302.97
2738970.02,1221756,738969.14,221756.23
2734764.65,1219301.8,734763.97,219302.2
2737155.63,1216085.1,737154.94,216085.44
2723440.36,1230728.33,723439.59,230728.54
2726007.13,1228521.17,726006.4,228521.37
2764646.04,1251946.06,764645.73,251946.26
2760731.61,1248797.95,760731.26,248798.19
2764955.71,1248523.51,764955.42,248523.76
2753064.43,1233041.71,753063.87,233041.95
2723284.89,1236933.63,723284.12,236933.87
2725967.01,1234061.52,725966.22,234061.74
2723074.53,1233991.28,723073.77,233991.52
2730604.57,1247245.15,730603.9,247245.48
2739477.35,1230571.21,739476.62,230571.41
2743485.66,1230634.72,743484.96,230634.91
2746928.65,1230068.3,746928.01,230068.57
2757445.41,1239342.01,757444.97,239342.34
2759490.68,1245452.9,759490.24,245453.24
2762631.41,1245364.65,762631.01,245364.98
2767971.74,1249228.41,767971.43,249228.6
2768280.39,1251472.81,768280.08,251473
2766673.45,1254127.14,766673.21,254127.39
2735587.88,1260393.65,735587.12,260394.01
2734158.85,1257958.26,734158.11,257958.59
2732199.84,1260486.5,732199.06,260486.84
2730259.04,1262480.3,730258.29,262480.65
2720059.8,1261728.02,720059.04,261728.33
2718000.791,1260359.699,718000,260360
2718300.779,1259129.707,718300,259130
2716828.587,1254464.881,716827.796,254465.108
2721102.48,1252900.68,721101.71,252900.96
2717620.45,1251380.14,717619.66,251380.36
2713374.544,1251606.688,713373.72,251606.89
2716782.21,1248532.13,716781.45,248532.31
2713529.78,1247763.07,713528.96,247763.24
2715797.62,1246524.16,715796.86,246524.34
2716485.14,1242783.46,716484.35,242783.71
2719157.12,1239821.08,719156.29,239821.33
2715451.87,1239995.87,715451.06,239996.1
2716754.18,1236799.34,716753.38,236799.58
2713325.254,1237159.512,713324.45,237159.72
2719489.09,1236795.63,719488.33,236795.85
2713251.66,1235502.76,713250.87,235502.97
2710955.49,1234743.61,710954.72,234743.83
2708813.02,1233864.7,708812.24,233864.93
2709102.72,1230578.76,709101.92,230578.99
2706628.74,1234047.84,706627.93,234048.07
2706554.18,1230610.03,706553.39,230610.24
2703782.11,1230808.49,703781.3,230808.7
2703553.89,1233757.34,703553.06,233757.52
2727420.04,1223093.19,727419.26,223093.45
2727641.44,1227461.9,727640.74,227462.15
2730437.71,1225556.38,730436.98,225556.61
2734358.85,1225822.76,734358.1,225822.99
2739344.31,1228313.21,739343.55,228313.43
2738683.76,1225909.29,738683.01,225909.49
2743448.47,1222205.23,743447.71,222205.37
2742812.87,1227956.33,742812.14,227956.51
2740313.7,1212782.3,740313.06,212782.6
2748901.02,1214119.8,748900.36,214120.08
2751041.68,1211412.35,751041.06,211412.59
2738838.34,1205529.01,738837.7,205529.28
2745013.81,1206201.17,745013.16,206201.44
2745593.18,1210108.32,745592.46,210108.59
2751159.01,1205139.9,751158.4,205140.12
2753683.6,1209005.84,753682.88,209006.07
2755509.01,1205389.51,755508.36,205389.7
2740972.81,1198277,740972.13,198277.35
2746104.71,1198408.37,746104.09,198408.65
2752743.36,1197438.38,752742.68,197438.66
2755044.25,1201244.75,755043.6,201244.96
2702113.153,1232384.191,702112.35,232384.38
2708047.677,1235206.846,708046.84,235207.06
2713693.78,1240562.96,713692.98,240563.19
2740257.859,1266309.577,740257.13,266310.05
2730552.64,1234708.73,730551.87,234708.96
2756875.638,1223329.765,756875,223330
2685301.341,1295869.256,685300.13,295869.55
2679432.671,1291257.079,679431.49,291257.35
2672773.967,1283751.932,672772.82,283752.17
2673987.3,1280044.37,673986.17,280044.62
2679522.071,1276841.595,679520.96,276841.88
2679565.7,1285250.03,679564.54,285250.3
2683464.742,1288514.085,683463.58,288514.38
2686244.686,1290996.679,686243.5,290996.98
2689269.6,1294377.71,689268.4,294378.02
2693204.423,1293072.71,693203.23,293073.05
2691301.26,1288150.12,691300.099,288150.446
2688684.755,1285014.96,688683.6,285015.29
2684935.437,1285303.117,684934.28,285303.42
2686324.971,1281001.508,686323.84,281001.82
2684092.394,1277602.622,684091.28,277602.93
2687671.383,1280462.179,687670.24,280462.47
2689615.682,1281367.356,689614.54,281367.67
2688290.856,1282575.219,688289.71,282575.54
2689723.613,1282871.745,689722.47,282872.06
2690775.469,1283285.605,690774.33,283285.94
2692176.533,1283899.879,692175.39,283900.23
2691565.793,1282812.151,691564.65,282812.49
2692417.614,1282068.451,692416.51,282068.8
2693421.611,1285358.015,693420.45,285358.36
2695614.747,1287184.551,695613.57,287184.91
2696193.225,1290329.649,696192.03,290330.01
2696677.782,1283687.168,696676.63,283687.54
2695539.895,1283632.753,695538.74,283633.12
2694054.297,1283400.716,694053.18,283401.06
2695901.155,1283069.633,695900,283070
2696871.152,1283329.628,696870,283330
2695901.104,1283059.646,695900,283060
2696871.115,1283319.632,696870,283320
2703439.41,1290848.76,703438.39,290849.1
2699000.975,1285499.658,699000,285500
2700293.565,1285473.588,700292.59,285473.93
2702853.34,1287458.532,702852.35,287458.87
2707638.518,1283679.587,707637.54,283679.96
2703921.207,1284680.871,703920.23,284681.23
2702299.642,1282130.911,702298.68,282131.26
2699230.121,1283176.258,699229.09,283176.62
2701156.414,1281342.544,701155.38,281342.87
2703457.687,1282037.729,703456.73,282038.08
2705768.209,1280641.096,705767.25,280641.47
2707794.83,1280813.345,707793.87,280813.72
2706149.857,1278804.508,706148.91,278804.89
2707741.765,1279508.409,707740.81,279508.79
2602509.69,1219303.622,602509.39,219303.3
2604410.164,1258085.834,604409.75,258085.32
2604389.389,1246922.768,604388.95,246922.33
2615238.435,1255310,615237.95,255309.56
2612605.952,1250915.969,612605.45,250915.57
2610861.968,1249446.697,610861.49,249446.29
2608054.568,1248613.566,608054.11,248613.13
2612036.705,1246398.217,612036.24,246397.85
2615760.772,1244310.354,615760.29,244310.03
2618558.443,1242552.768,618557.94,242552.49
2613848.001,1243877.563,613847.53,243877.24
2614527.051,1241118.074,614526.58,241117.83
2615450.688,1242442.501,615450.19,242442.23
2613764.142,1239254.153,613763.73,239253.83
2616465.493,1240792.367,616465.04,240792.08
2619847.18,1241384.29,619846.67,241384
2620805.618,1242693.278,620805.12,242692.99
2638947.596,1248982.715,638946.98,248982.5
2636677.741,1247716.16,636677.17,247715.95
2634042.5,1247670.91,634041.97,247670.7
2631575.45,1246010.526,631574.92,246010.31
2628276.374,1242756.177,628275.88,242755.92
2621509.352,1239478.96,621508.86,239478.71
2623317.211,1237611.089,623316.73,237610.82
2624465.034,1239304.015,624464.52,239303.75
2623279.78,1241228.359,623279.25,241228.1
2619668.268,1239011.849,619667.83,239011.57
2615398.925,1239964.032,615398.48,239963.73
2617696.628,1239858.802,617696.14,239858.5
2633719.208,1244077.592,633718.67,244077.38
2637077.42,1245609.096,637076.84,245608.9
2640818.019,1249001.49,640817.37,249001.28
2641563.386,1244718.398,641562.74,244718.24
2630908.873,1240356.931,630908.39,240356.66
2629739.37,1238666.897,629738.92,238666.65
2627144.248,1239766.65,627143.75,239766.37
2626580.684,1238234.552,626580.16,238234.22
2612642.683,1226434.405,612642.32,226434.08
2613957.909,1228367.218,613957.52,228366.89
2609819.337,1226982.447,609819.01,226982.12
2612686.982,1229067.123,612686.59,229066.8
2605730.333,1227160.983,605730.09,227160.62
2605969.405,1224752.46,605969.07,224752.11
2607857.273,1225516.634,607856.94,225516.29
2602999.454,1228395.805,602999.11,228395.43
2601712.329,1230740.614,601711.98,230740.22
2599939.906,1227637.003,599939.57,227636.59
2600784.407,1216513.333,600784.17,216513.07
2597177.515,1218216.052,597177.26,218215.71
2597892.755,1217385.248,597892.52,217384.93
2596901.323,1216944.943,596901.11,216944.64
2629290.595,1241230.229,629290.1,241229.94
2631017.69,1242085.33,631017.2,242085.09
2633425.328,1242476.161,633424.78,242475.95
2631129.935,1244045.121,631129.42,244044.89
2635822.626,1249342.915,635822.08,249342.71
2600414.241,1218222.047,600413.95,218221.65
2601297.813,1220329.2,601297.5,220328.85
2620891.139,1240644.545,620890.67,240644.23
2605785.426,1236915.088,605785.08,236914.72
2606757.55,1234122.17,606757.26,234121.83
2606439.738,1229870.852,606439.44,229870.47
2603846.577,1231178.334,603846.24,231177.95
2608992.421,1235467.305,608992.08,235466.96
2625445.403,1240737.988,625444.9,240737.72
2687741.97,1206163.353,687741.255,206163.559
2685211.106,1207158.362,685210.53,207158.53
2689553.666,1204574.852,689553,204575.09
2689999.695,1200554.623,689999.02,200554.96
2693564.63,1203386.983,693563.981,203387.194
2694766.466,1200227.831,694765.75,200228.13
2701477.845,1200843.967,701477.18,200844.27
2698969.297,1202828.638,698968.62,202828.94
2694818.36,1197229.03,694817.76,197229.3
2707223.311,1197740.624,707222.56,197740.91
2704663.352,1202012.26,704662.59,202012.54
2675647.609,1215770.943,675646.83,215771.1
2677666.097,1215757.497,677665.38,215757.63
2682392.959,1215085.643,682392.2,215085.87
2683113.95,1212157.7,683113.2,212157.95
2686486.389,1215457.883,686485.69,215458.03
2686272.677,1212686.711,686272.02,212686.87
2689891.223,1213795.2,689890.53,213795.38
2689226.851,1216530.116,689226.11,216530.25
2691080.218,1215365.003,691079.48,215365.19
2692582.258,1217334.152,692581.58,217334.32
2693123.921,1221821.088,693123.11,221821.25
2696569.645,1220428.252,696568.89,220428.39
2697113.538,1222747.719,697112.77,222747.84
2694644.252,1225199.24,694643.44,225199.43
2679520.71,1212273.25,679520.05,212273.44
2681556.746,1213085.002,681555.96,213085.19
2684617.546,1211856.427,684616.89,211856.66
2688482.512,1210836.369,688481.84,210836.56
2687559.144,1209534.828,687558.45,209535
2689099.601,1206688.859,689098.83,206689.07
2691404.709,1209784.435,691404,209784.62
2690686.808,1207952.107,690686.1,207952.29
2691197.824,1205977.231,691197.09,205977.43
2692401.036,1207577.123,692400.313,207577.327
2689610.263,1205726.57,689609.54,205726.73
2693348.132,1204278.302,693347.49,204278.523
2696550.615,1204550.39,696549.95,204550.65
2695435.971,1216246.404,695435.26,216246.54
2693542.725,1212600.993,693542.04,212601.18
2692553.907,1210079.317,692553.198,210079.514
2693494.074,1207794.96,693493.357,207795.166
2698028.204,1219024.406,698027.46,219024.58
2697425.351,1214655.077,697424.63,214655.26
2695023.64,1209523.8,695022.97,209523.99
2701631.534,1211379.247,701630.82,211379.43
2699618.94,1206873.98,699618.26,206874.18
2704109.276,1212043.946,704108.53,212044.13
2698532.455,1204882.313,698531.75,204882.56
2701654.877,1203419.182,701654.13,203419.49
2706088.873,1206852.431,706088.2,206852.61
2696445.953,1227626.363,696445.16,227626.53
2694537.513,1227688.615,694536.68,227688.78
2696317.865,1228508.128,696317.06,228508.3
2697336.798,1228238.029,697335.97,228238.18
2697454.453,1228678.286,697453.64,228678.44
2699141.371,1227746.576,699140.54,227746.73
2698438.402,1225796.57,698437.62,225796.71
2700927.198,1228948.557,700926.38,228948.76
2701314.811,1227663.234,701314.01,227663.4
2703976.231,1228268.477,703975.44,228268.65
2700789.646,1226057.623,700788.84,226057.74
2703452.589,1226671.06,703451.83,226671.23
2699925.327,1222385.65,699924.55,222385.78
2702494.764,1222295.348,702493.99,222295.49
2704763.53,1224033.66,704762.75,224033.79
2700453.23,1220929.77,700452.5,220929.89
2701795.422,1218561.396,701794.68,218561.56
2704525.484,1216982.896,704524.74,216983.08
2700874.807,1215183.245,700874.08,215183.34
2703954.963,1213882.899,703954.23,213883.12
