E,N,y,x
2500927.124,1128387.954,500927.8,128387.33
2500926.984,1128387.614,500927.77,128387.3
2500974.534,1128340.609,500975.21,128339.99
2500974.394,1128340.259,500975.18,128339.96
2500977.542,1128339.58,500978.22,128338.96
2500977.402,1128339.23,500978.19,128338.93
2501127.018,1128288.441,501127.7,128287.83
2501126.858,1128288.081,501127.67,128287.8
2501131.057,1128287.061,501131.76,128286.44
2501130.917,1128286.691,501131.73,128286.41
2501132.567,1128286.54,501133.25,128285.93
2501132.407,1128286.18,501133.22,128285.9
2501259.106,1128242.812,501259.78,128242.19
2501258.92,1128242.424,501259.75,128242.16
2501278.728,1128236.031,501279.4,128235.41
2501278.538,1128235.641,501279.37,128235.38
2501292.389,1128231.313,501293.06,128230.69
2501292.199,1128230.923,501293.03,128230.66
2501446.75,1128174.5,501447.46,128173.83
2501446.62,1128174.09,501447.43,128173.8
2501451.518,1128172.745,501452.18,128172.09
2501451.338,1128172.345,501452.15,128172.06
2501459.608,1128168.596,501460.32,128167.92
2501459.478,1128168.176,501460.29,128167.89
2501517.027,1128139.133,501517.735,128138.459
2501516.892,1128138.722,501517.705,128138.429
2501520.586,1128137.307,501521.29,128136.63
2501520.447,1128136.894,501521.26,128136.6
2501529.733,1128132.614,501530.44,128131.94
2501529.597,1128132.205,501530.41,128131.91
2501530.457,1128132.241,501531.12,128131.59
2501530.277,1128131.854,501531.09,128131.56
2501537.885,1128128.43,501538.55,128127.78
2501537.707,1128128.045,501538.52,128127.75
2501540.407,1128127.126,501541.073,128126.485
2501540.23,1128126.751,501541.043,128126.455
2501556.687,1128118.783,501557.35,128118.13
2501556.507,1128118.398,501557.32,128118.1
2501685.355,1128052.763,501686.02,128052.11
2501685.175,1128052.393,501685.99,128052.08
2501709.126,1128040.453,501709.82,128039.78
2501708.976,1128040.073,501709.79,128039.75
2501752.543,1128017.97,501753.22,128017.29
2501752.378,1128017.601,501753.19,128017.26
2501758.219,1128015.033,501758.9,128014.36
2501758.059,1128014.673,501758.87,128014.33
2501764.176,1128011.947,501764.85,128011.27
2501764.01,1128011.586,501764.82,128011.24
2501767.715,1128010.114,501768.39,128009.44
2501767.55,1128009.757,501768.36,128009.41
2501784.091,1128001.635,501784.76,128000.96
2501783.921,1128001.285,501784.73,128000.93
2501825.784,1127980.05,501826.49,127979.33
2501825.65,1127979.673,501826.46,127979.3
2501826.184,1127979.842,501826.886,127979.123
2501826.05,1127979.465,501826.856,127979.093
2501844.214,1127970.509,501844.92,127969.79
2501844.084,1127970.139,501844.89,127969.76
2501865.616,1127959.418,501866.27,127958.72
2501865.436,1127959.078,501866.24,127958.69
2501886.947,1127948.377,501887.68,127947.63
2501886.847,1127947.997,501887.65,127947.6
2501953.738,1127915.456,501954.41,127914.79
2501953.598,1127915.086,501954.38,127914.76
2501994.261,1127895.472,501994.96,127894.83
2501994.161,1127895.082,501994.93,127894.8
2502010.497,1127887.475,502011.173,127886.847
2502010.38,1127887.082,502011.143,127886.817
2502010.847,1127887.305,502011.52,127886.68
2502010.727,1127886.915,502011.49,127886.65
2502031.266,1127880.185,502031.93,127879.56
2502031.146,1127879.785,502031.9,127879.53
2502071.497,1127872.182,502072.17,127871.55
2502071.379,1127871.766,502072.14,127871.52
2502248.421,1127836.953,502249.13,127836.3
2502248.311,1127836.473,502249.1,127836.27
2502255.065,1127835.629,502255.75,127834.98
2502254.93,1127835.152,502255.72,127834.95
2502255.779,1127835.481,502256.462,127834.833
2502255.641,1127835.004,502256.432,127834.803
2502269.818,1127832.688,502270.45,127832.05
2502269.628,1127832.218,502270.42,127832.02
2504443.31,1126647.58,504444,126647
2668869.08,1279911.75,668867.96,279911.98
2670001.08,1297999.858,670000,298000
2565000.01,1269000.608,565000,269000
2575000.3,1263000.55,575000,263000
2583000.33,1263000.58,583000,263000
2629534.03,1296960.55,629533.22,296959.91
2585000.38,1257000.59,585000,257000
2590906.33,1255974.1,590905.83,255973.64
2642314.58,1302718.5,642313.74,302718.36
2684623.159,1302199.527,684622,302200
2694001.193,1296999.66,694000,297000
2708000.978,1284499.627,708000,284500
2710115.866,1279855.308,710114.84,279855.7
2712215.069,1279961.351,712214.04,279961.75
2715229.895,1282235.471,715228.89,282235.88
2716895.836,1283999.607,716894.84,284000.05
2728213.189,1283825.354,728212.28,283825.87
2730994.798,1281467.416,730993.97,281467.95
2731610.18,1282203.69,731609.34,282204.3
2733164.621,1280966.959,733163.82,280967.48
2738000.764,1280999.498,738000,281000
2743522.02,1281484.45,743521.26,281485.08
2788000,1207000,787999.29,206999.91
2793396,1199230,793395.146,199229.945
2819000.89,1214900.008,819000,214900
2796500,1197860,796499.065,197859.889
2804400,1192100,804399.234,192099.945
2811700,1195100,811699.084,195100.033
2812500,1202500,812498.978,202500
2820000,1210000,819999.22,209999.895
2824363.785,1209720,824362.898,209719.725
2826550.911,1208786.457,826550.03,208786.31
2828847.088,1206436.901,828846.25,206436.66
2831509.798,1204699.473,831508.95,204699.11
2833428.863,1201466.235,833427.87,201465.9
2834001.137,1202800.059,834000,202800
2832203.118,1197778.448,832202.1,197778.16
2831500,1193000,831499.009,192999.792
2830200,1184000,830198.986,183999.928
2827632.61,1177409.06,827631.51,177408.94
2831190.469,1169368.149,831189.406,169368.096
2835000,1168000,834998.95,167999.84
2834000,1160500,833998.853,160499.936
2837001.412,1157000.186,837000,157000
2831206.145,1157699.996,831205,157700
2818790.57,1144590.84,818789.11,144590.64
2821000,1158000,820998.878,157999.937
2815100,1161900,815098.863,161900.109
2803200,1160800,803198.94,160800.21
2810000,1145000,809998.624,145000.005
2809918.054,1136553.268,809916.542,136553.273
2811150,1126700,811148.345,126699.974
2808501.998,1118999.868,808500,119000
2795950,1131000,795948.518,131000.386
2778122.82,1126838,778121.73,126838.65
2800716.436,1122896.875,800714.74,122897.19
2736923.2,1080484.58,736922.91,80486.12
2767987.64,1128550.19,767986.67,128550.96
2753000.819,1126999.152,753000,127000
2741000.685,1119599.03,741000,119600
2735547.171,1115630.467,735546.59,115631.51
2731865.27,1109441.4,731864.73,109442.44
2702790.95,1080560.04,702790.98,80561.43
2667999.759,1111999.198,668000,112000
2646999.316,1094999.446,647000,95000
2634999.13,1082799.54,635000,82800
2720000.061,1073498.569,720000,73500
2573999.116,1074900.366,574000,74900
2513305.39,1134320.15,513306,134319.59
2508999.402,1129000.274,509000,129000
2526816.23,1138610.94,526816.76,138610.44
2545558.51,1133754.79,545559,133754.43
2516412.74,1120466.26,516413.15,120466.07
2542028.72,1091362.36,542029.48,91362.16
2503287.87,1111321.459,503288.48,111321.18
2499518.52,1105669.13,499519.18,105669.01
2499499.62,1105647.42,499500.28,105647.3
2484999.237,1109300.165,485000,109300
2482999.11,1108000.59,483000,108000
2484999.261,1117350.233,485000,117350
2485023.44,1125767.31,485024.19,125766.64
2491199.208,1124000.177,491200,124000
2497606.078,1130248.832,497606.79,130248.46
2519999.857,1202000.422,520000,202000
2495999.437,1159000.717,496000,159000
2513999.631,1178000.726,514000,178000
2523569.786,1188917.389,523569.93,188916.87
2523162.42,1196452.8,523162.59,196452.36
2542999.709,1218000.665,543000,218000
2534309.556,1204682.263,534309.77,204681.96
2552999.98,1223000.79,553000,223000
2556000.06,1228000.79,556000,228000
2560000.2,1236000.71,560000,236000
2555000.042,1246000.811,555000,246000
2559000.26,1253000.57,559000,253000
2830000,1188000,829998.974,187999.856
2868000,1322000,868000,322000
2460000,1322000,460000,322000
2460000,1042000,460000,42000
2868000,1042000,868000,42000
2784500.631,1213000.085,784499.8,212999.96
2776853.4,1242193.89,776852.85,242194.12
2772353,1213930,772352.35,213930.09
2776376.53,1264478.21,776376.04,264478.64
2757743.82,1273933.77,757743.33,273934.36
2722265.978,1283539.863,722265.02,283540.37
2703439.41,1291348.76,703438.39,291349.1
2702001.22,1290999.6,702000,291000
2600000.123,1200000.116,600000.04,200000.05
2599999.913,1199999.996,599999.83,199999.93
2600000.083,1199999.966,600000,199999.9
2600000,1200000,600000,200000
2761699.087,1220993.861,761698.47,220994.08
2762552.717,1219669.671,762552.09,219669.89
2764721.399,1219159.178,764720.79,219159.37
2764751.262,1218441.584,764750.65,218441.78
2763205.434,1216760.068,763204.76,216760.31
2765542.747,1218088.545,765542.14,218088.75
2765386.1,1218557.336,765385.51,218557.55
2759096.551,1221677.067,759095.93,221677.27
2759024.245,1218590.45,759023.58,218590.69
2760375.909,1222362.861,760375.369,222363.062
2759714.078,1223367.389,759713.533,223367.576
2765469.199,1224595.586,765468.59,224595.85
2758284.599,1222916.162,758283.98,222916.4
2756963.387,1223351.659,756962.76,223351.91
2757648.337,1225222.285,757647.719,225222.557
2758262.389,1226151.618,758261.79,226151.9
2759608.909,1227303.45,759608.47,227303.69
2758706.434,1226688.393,758705.813,226688.68
2755949.198,1225064.685,755948.57,225064.96
2755523.478,1226280.766,755522.83,226281.03
2754444.18,1214745.29,754443.46,214745.47
2754548.925,1214659.262,754548.22,214659.45
2757723.738,1217180.617,757723.06,217180.84
2757985.454,1227559.073,757984.83,227559.36
2755233.852,1227601.832,755233.23,227602.11
2759300.966,1227938.988,759300.35,227939.3
2757519.068,1215165.946,757518.4,215166.15
2761068.852,1215020.699,761068.18,215020.89
2758029.758,1218356.026,758029.07,218356.28
2757398.975,1213823.803,757398.3,213823.98
2756560.333,1214700.424,756559.64,214700.62
2754738.747,1213530.87,754738.044,213531.046
2761704.665,1228849.328,761704.09,228849.53
2760129.245,1228292.877,760128.65,228293.12
2761773.23,1227155.169,761772.68,227155.4
2757678.16,1231992.8,757677.57,231993.03
2759797.274,1229873.715,759796.64,229873.99
2759629.962,1231676.481,759629.32,231676.73
2759962.739,1228565.297,759962.1,228565.52
2760655.756,1213717.749,760655.07,213717.93
2764718.842,1214465.064,764718.26,214465.24
2761160.347,1231343.107,761159.7,231343.33
2762946.077,1230763.153,762945.374,230763.371
2756345.019,1232042.124,756344.44,232042.36
2755827.235,1230119.134,755826.63,230119.4
2763172.351,1225984.135,763171.77,225984.432
2760508.655,1235428.531,760508.06,235428.71
2761853.875,1234117.548,761853.237,234117.735
2760245.08,1236709.002,760244.499,236709.169
2755523.98,1229801.62,755523.38,229801.84
2756237.34,1224106.51,756236.69,224106.76
2757528.85,1217134.61,757528.16,217134.79
2755386.83,1226267.75,755386.24,226268.04
2756606.27,1232955.73,756605.72,232955.95
2754669.93,1213374.598,754669.23,213374.8
2757900.66,1218659.81,757900,218660
2757435.37,1221054.97,757434.75,221055.18
2758286.58,1236525.877,758286.03,236526.07
2758200.42,1236743.86,758199.92,236744.16
2758005.054,1235670.16,758004.488,235670.358
2755120.595,1227614.736,755120,227615
2758300.481,1237709.692,758300,237710
2759440.469,1238669.69,759440,238670
2758344.38,1237575.009,758343.838,237575.187
2759464.251,1233287.436,759463.64,233287.66
2760797.03,1234382.72,760796.406,234382.917
2757181.813,1233694.023,757181.24,233694.25
2758673.487,1233715.425,758672.901,233715.637
2757512.396,1221447.047,757511.75,221447.27
2759601.848,1227818.888,759601.27,227819.11
2759787.318,1227889.363,759786.78,227889.58
2760689.57,1241846.1,760689.15,241846.43
2760337.47,1233385.533,760336.844,233385.743
2758329.867,1232494.605,758329.259,232494.848
2758359.421,1231036.42,758358.805,231036.693
2759620.669,1228366.525,759620.09,228366.75
2765837.454,1223142.112,765836.866,223142.346
2766626.936,1222009.862,766626.35,222010.09
2766769.125,1218521.494,766768.543,218521.699
2766615.519,1217017.131,766614.936,217017.325
2588456.364,1168831.355,588456.55,168831.35
2591466.786,1170856.733,591467,170856.68
2587138.134,1172163.469,587138.29,172163.44
2586278.679,1175813.576,586278.86,175813.52
2588482.839,1188024.266,588482.86,188024.202
2574241.924,1196562.282,574241.96,196562.09
2575406.935,1197851.518,575406.94,197851.37
2578144.443,1196425.465,578144.51,196425.3
2576843.689,1198064.502,576843.69,198064.36
2580250.032,1194367.684,580250.1,194367.57
2577623.512,1194424.24,577623.59,194424.13
2579509.992,1191982.506,579510.068,191982.368
2585647.946,1191463.35,585647.94,191463.24
2584553.71,1188942.621,584553.73,188942.54
2581135.147,1187086.472,581135.244,187086.359
2585126.006,1186462.105,585126.036,186462.022
2577299.231,1189930.155,577299.36,189930.03
2563300.174,1185421.337,563300.34,185421.16
2564440.772,1183137.767,564441,183137.612
2566468.163,1185679.961,566468.3,185679.82
2568298.846,1183673.612,568299.049,183673.462
2571591.433,1187219.242,571591.57,187219.03
2570851.776,1187921.064,570851.87,187920.9
2575113.492,1187810.054,575113.619,187809.862
2576447.596,1188284.094,576447.74,188283.92
2574882.562,1184808.691,574882.71,184808.55
2576928.851,1186137.707,576928.98,186137.57
2577618.66,1186357.023,577618.8,186356.88
2579990.477,1186802.986,579990.58,186802.84
2577712.12,1185115.72,577712.26,185115.6
2578628.773,1185616.749,578628.92,185616.62
2577780.738,1184015.507,577780.89,184015.38
2579773.962,1184679.437,579774.13,184679.29
2581046.039,1185540.359,581046.18,185540.23
2583639.878,1184354.805,583639.96,184354.75
2587264.125,1185245.02,587264.13,185244.91
2586607.977,1181457.254,586608.03,181457.13
2584817.518,1183052.811,584817.57,183052.7
2580363.995,1182169.628,580364.145,182169.44
2584656.529,1179958.139,584656.67,179958.08
2572202.234,1184749.606,572202.437,184749.47
2562935.74,1179871.49,562935.97,179871.38
2565634.08,1179045.541,565634.32,179045.48
2567483.86,1180274.85,567484.13,180274.78
2569451.217,1181070.576,569451.4,181070.44
2570906.457,1179319.503,570906.684,179319.363
2571736.364,1181675.258,571736.562,181675.128
2577085.725,1182439.208,577085.93,182439.12
2573582.259,1179095.442,573582.46,179095.33
2581469.1,1179964.7,581469.274,179964.641
2580033.685,1178203.234,580033.9,178203.15
2579296.822,1180444.439,579297.025,180444.355
2578731.147,1180305.324,578731.372,180305.198
2577488.781,1180836.759,577488.96,180836.67
2577828.925,1181422.306,577829.15,181422.2
2578710.624,1181963.79,578710.745,181963.65
2574311.977,1176819.921,574312.2,176819.82
2581069.773,1176318.767,581069.97,176318.69
2580516.07,1169450.18,580516.4,169450.1
2572227.6,1157317.832,572227.93,157317.69
2572200.798,1154553.696,572201.14,154553.59
2574221.678,1156870.992,574221.97,156870.85
2588890.81,1178315.58,588890.821,178315.591
2576173.637,1159747.096,576174.02,159746.94
2568208.589,1176980.634,568208.88,176980.53
2571693.276,1175730.022,571693.547,175729.906
2569348.315,1178164.631,569348.6,178164.49
2568163.197,1176348.857,568163.495,176348.671
2566724.434,1176131.627,566724.69,176131.48
2567235.95,1173668.87,567236.236,173668.69
2563685.425,1176486.717,563685.676,176486.587
2576977.255,1175614.768,576977.478,175614.703
2575632.558,1171914.523,575632.84,171914.42
2570121.726,1171443.068,570122.02,171442.92
2563115.585,1175090,563115.83,175089.82
2562462.817,1171045.533,562463.124,171045.311
2561562.41,1174018.512,561562.678,174018.333
2560032.255,1171387.508,560032.57,171387.3
2556956.199,1170624.383,556956.51,170624.12
2558109.243,1168731.525,558109.56,168731.31
2563625.711,1167631.837,563626.06,167631.62
2566893.065,1169854.015,566893.405,169853.79
2571994.755,1168715.515,571995.07,168715.38
2574184.092,1168854.069,574184.42,168853.96
2576204.864,1169584.317,576205.17,169584.23
2571823.019,1158653.143,571823.4,158653.04
2574306.179,1160983.602,574306.5,160983.45
2581680.112,1165053.61,581680.42,165053.56
2581893.655,1161250.449,581893.93,161250.35
2577727.773,1153060.294,577728.13,153060.08
2575112.612,1149467.996,575113.04,149467.78
2570921.61,1149983.18,570921.96,149983.02
2571700.88,1148476.544,571701.29,148476.34
2569737.507,1148876.116,569737.88,148875.91
2568199.419,1147740.115,568199.86,147739.96
2567669.55,1155365.57,567670.02,155365.33
2570110.129,1151819.575,570110.46,151819.41
2562400.455,1152364.411,562400.86,152364.11
2561339.978,1151326.665,561340.44,151326.36
2560063.932,1153437.582,560064.32,153437.3
2555197.265,1151646.475,555197.64,151646.11
2557972.596,1152222.646,557972.99,152222.34
2558069.349,1154267.361,558069.72,154267.07
2560116.372,1157726.555,560116.74,157726.32
2562288.435,1155031.312,562288.9,155031.07
2564329.795,1158842.444,564330.23,158842.21
2568424.514,1159463.511,568424.86,159463.26
2575936.116,1162299.844,575936.42,162299.73
2578733.981,1163099.987,578734.285,163099.95
2569714.297,1166958.82,569714.67,166958.69
2571864.056,1164588.682,571864.42,164588.57
2570105.512,1165137.958,570105.84,165137.81
2566955.944,1164761.943,566956.313,164761.775
2568973.865,1162492.134,568974.22,162491.99
2571572.46,1161970.57,571572.847,161970.386
2558246.859,1160395.154,558247.23,160394.9
2563349.891,1163357.801,563350.251,163357.594
2564486.967,1166406.446,564487.31,166406.25
2564357.816,1164995.285,564358.101,164995.083
2559730.668,1165043.755,559731.04,165043.51
2558749.082,1167008.702,558749.45,167008.44
2555509.815,1167251.401,555510.2,167251.09
2555734.154,1165136.923,555734.49,165136.6
2557264.038,1162218.237,557264.37,162217.91
2554942.715,1162157.94,554943.11,162157.63
2558223.357,1158006.883,558223.74,158006.62
2557520.15,1191462.53,557520.26,191462.2
2555305.526,1188666.835,555305.835,188666.54
2556368.281,1186561.079,556368.57,186560.88
2558064.442,1187161.205,558064.71,187160.96
2559210.857,1184421.373,559211.13,184421.19
2554377.408,1182615.005,554377.7,182614.78
2554267.977,1185113.191,554268.27,185112.95
2551586.013,1183781.229,551586.3,183780.98
2550123.81,1185250.377,550124.195,185250.047
2553342.659,1186663.837,553343,186663.59
2554116.308,1189224.861,554116.6,189224.53
2551676.416,1152196.766,551676.775,152196.377
2553051.059,1150944.556,553051.425,150944.181
2551041.966,1154462.901,551042.315,154462.494
2553861.426,1154791.591,553861.781,154791.21
2556935.842,1156266.126,556936.206,156265.813
2556241.401,1159474.93,556241.78,159474.65
2552592.597,1159163.416,552592.903,159163.021
2551045.309,1162904.013,551045.614,162903.594
2550775.314,1159937.163,550775.6,159936.75
2550958.151,1165141.516,550958.459,165141.109
2553146.347,1164561.915,553146.73,164561.59
2559042.673,1173941.11,559042.92,173940.9
2561107.412,1176127.824,561107.63,176127.66
2555556.579,1177996.149,555556.83,177995.89
2556383.349,1174988.047,556383.63,174987.77
2557594.925,1177993.421,557595.19,177993.17
2554525.656,1175638.805,554525.91,175638.5
2553119.17,1177127.369,553119.41,177127.04
2549233.393,1177921.416,549233.65,177921
2547022.363,1175609.9,547022.64,175609.38
2550694.442,1175434.604,550694.64,175434.22
2549169.568,1183902.325,549169.84,183902
2551244.68,1180927.544,551244.97,180927.26
2555910.982,1180628.802,555911.24,180628.57
2557512.462,1180987.314,557512.72,180987.12
2560041.309,1181018.704,560041.55,181018.5
2560622.481,1180228.378,560622.716,180228.182
2562738.783,1181817.592,562739.003,181817.413
2560829.306,1184428.341,560829.51,184428.16
2561747.405,1183436.129,561747.6,183435.95
2558698.853,1194424.576,558698.91,194424.31
2559774.204,1191574.729,559774.32,191574.45
2561319.383,1189371.502,561319.53,189371.25
2563533.43,1194045.16,563533.6,194044.95
2561349.053,1193159.149,561349.143,193158.881
2563251.404,1192222.91,563251.45,192222.66
2563385.891,1196354.753,563385.92,196354.58
2562995.42,1197378.551,562995.44,197378.36
2566202.17,1191915.782,566202.26,191915.52
2565098.279,1193258.06,565098.37,193257.88
2565948.27,1186917.312,565948.39,186917.12
2565065.069,1188666.908,565065.15,188666.6
2565601.301,1195977.018,565601.39,195976.85
2565707.657,1198599.305,565707.71,198599.12
2566281.935,1194160.737,566282.01,194160.58
2567285.506,1193190.612,567285.57,193190.37
2567669.377,1190653.904,567669.51,190653.61
2568774.854,1192042.42,568774.95,192042.17
2569549.151,1188752.161,569549.26,188751.94
2569422.995,1189737.258,569423.1,189737
2571586.336,1191410.776,571586.41,191410.58
2573223.587,1195065.772,573223.63,195065.63
2568839.098,1197394.421,568839.12,197394.23
2571692.557,1199376.369,571692.58,199376.18
2573435.932,1192143.369,573435.99,192143.21
2581585.873,1201978.895,581585.789,201978.624
2570937.461,1200797.206,570937.49,200797.03
2577863.23,1198632.208,577863.25,198632.017
2569536.163,1185371.194,569536.265,185370.895
2559404.703,1187120.174,559404.9,187119.92
2557107.774,1179542.85,557108.01,179542.62
2571241.269,1193257.746,571241.31,193257.57
2563304.263,1181521.027,563304.567,181520.933
2577095.988,1183625.875,577096.118,183625.719
2576174.502,1183169.807,576174.734,183169.672
2552568.96,1168032.06,552569.23,168031.69
2552439.251,1166601.368,552439.61,166601
2557052.249,1167625.587,557052.559,167625.313
2554832.13,1163576.592,554832.591,163576.255
2557262.899,1160494.843,557263.223,160494.61
2575618.885,1193448.697,575618.946,193448.483
2576094.424,1192474.65,576094.5,192474.52
2554338.8,1165733.814,554339.279,165733.509
2559658.579,1182677.979,559658.847,182677.881
2556149.397,1149743.768,556149.711,149743.404
2549777.677,1189271.365,549778,189271
2552538.682,1191886.414,552539,191886
2554501.733,1193743.361,554502,193743
2556627.798,1195726.323,556628,195726
2558691.831,1197281.31,558692,197281
2560588.862,1199613.295,560589,199613
2559021.383,1178453.8,559021.67,178453.59
2560476.912,1178790.626,560477.211,178790.405
2561241.468,1179371.886,561241.726,179371.662
2560817.524,1177669.017,560817.81,177668.84
2561380.335,1178753.499,561380.587,178753.291
2561716.702,1178162.434,561716.939,178162.24
2562336.072,1178722.68,562336.295,178722.486
2562625.959,1177852.703,562626.174,177852.53
2563302.278,1178136.6,563302.484,178136.411
2562368.504,1176892.592,562368.742,176892.415
2561835.92,1176053.004,561836.175,176052.836
2563298.514,1177593.286,563298.728,177593.097
2507757.903,1128497.317,507758.46,128497.04
2507599.443,1128950.277,507600,128950
2506094.31,1129673.58,506095,129673
2506136.148,1125960.896,506136.73,125960.65
2502416.721,1127053.396,502417.45,127053.13
2501935.88,1127698.21,501936.63,127697.95
2501053.01,1128196.5,501053.82,128196.2
2499972.877,1128380.781,499973.63,128380.49
2498953.608,1129207.538,498954.32,129207.22
2498470.71,1129752.15,498471.41,129751.78
2486908.805,1111350.366,486909.6,111350.24
2497411.035,1111321.982,497411.68,111321.82
2498654.864,1110922.058,498655.46,110921.92
2500640.648,1112793.615,500641.17,112793.38
2491635.003,1114385.096,491635.74,114384.96
2490826.585,1113708.113,490827.34,113707.97
2492504.293,1112202.704,492504.99,112202.59
2487564.583,1116558.412,487565.3,116558.21
2487987.194,1118632.039,487987.93,118631.85
2489945.439,1117188.069,489946.14,117187.9
2489219.391,1115460.83,489220.16,115460.66
2491950.952,1116922.094,491951.68,116921.94
2490484.296,1118328.809,490484.97,118328.64
2493122.116,1119116.594,493122.81,119116.45
2493838.794,1117368.666,493839.5,117368.51
2491529.275,1120390.871,491530,120390.7
2499537.075,1115368.375,499537.61,115368.17
2499907.882,1116786.89,499908.38,116786.72
2498711.018,1116945.688,498711.58,116945.51
2500541.797,1113934.841,500542.33,113934.63
2502892.489,1114479.083,502893.06,114478.82
2503584.582,1116190.853,503585.18,116190.61
2501775.008,1116220.823,501775.54,116220.59
2501122.986,1117972.606,501123.58,117972.44
2500275.456,1117862.553,500275.97,117862.37
2500734.437,1117340.858,500734.96,117340.68
2500774.245,1118613.131,500774.72,118612.97
2503415.203,1118051.668,503415.78,118051.5
2505771.954,1117946.076,505772.57,117945.88
2497180.401,1119772.738,497181.1,119772.57
2497428.027,1118000.02,497428.69,117999.84
2497703.354,1119617.895,497704,119617.74
2503559.45,1119677.917,503560.07,119677.76
2505838.518,1119506.869,505839.12,119506.7
2507922.889,1119926.216,507923.46,119926.06
2505338.229,1121360.568,505338.81,121360.32
2508809.356,1123373.474,508809.88,123373.24
2507026.609,1123232.957,507027.17,123232.72
2508811.855,1121794.157,508812.37,121793.96
2510368.662,1121367.913,510369.11,121367.73
2512441.053,1122026.652,512441.45,122026.48
2509334.6,1119474.807,509335.09,119474.68
2499953.247,1123486.366,499953.8,123486.17
2498930.19,1122714.16,498930.74,122713.95
2498569.648,1121628.283,498570.21,121628.09
2498455.765,1125227.868,498456.41,125227.49
2500382.197,1125672.61,500382.94,125672.25
2497853.295,1126309.047,497853.9,126308.85
2498496.53,1126787,498497.16,126786.8
2500848.655,1126609.262,500849.45,126609.01
2502349.276,1125548.498,502350,125548.29
2501889.811,1124247.376,501890.38,124247.2
2504354.992,1124292.418,504355.65,124292.18
2507792.725,1126878.667,507793.25,126878.4
2508257.782,1127412.892,508258.31,127412.62
2507433.205,1126143.69,507433.73,126143.44
2496755.246,1121649.738,496755.97,121649.583
2491636.286,1121754.009,491636.99,121753.81
2493659.905,1121626.387,493660.602,121626.241
2494743.938,1121288.621,494744.643,121288.473
2489495.566,1120002.726,489496.26,120002.56
2498717.902,1120093.23,498718.45,120093.09
2499385.833,1118493.992,499386.32,118493.83
2508314.985,1118460.578,508315.57,118460.45
2509160.201,1118506.362,509160.72,118506.25
2509859.739,1118755.197,509860.25,118755.04
2510199.639,1119280.145,510200,119280
2486582.894,1112253.955,486583.66,112253.84
2487977.279,1112986.516,487978.06,112986.4
2488916.411,1113117.031,488917.21,113116.9
2488693.178,1111867.276,488693.97,111867.15
2489541.952,1111211.752,489542.77,111211.62
2489908.101,1111908.758,489908.92,111908.63
2487795.536,1113604.248,487796.33,113604.11
2491539.872,1110611.058,491540.62,110611
2492682.846,1113569.862,492683.566,113569.725
2493603.789,1112949.651,493604.498,112949.519
2494633.88,1111740.175,494634.576,111740.054
2495897.467,1112858.373,495898.15,112858.22
2496118.761,1113997.91,496119.439,113997.747
2495475.789,1114939.981,495476.51,114939.8
2496780.743,1113176.214,496781.44,113176.08
2495881.991,1112088.381,495882.674,112088.251
2497444.462,1116077.58,497445.07,116077.42
2495731.754,1115808.751,495732.43,115808.53
2498019.306,1114931.558,498019.88,114931.3
2499743.27,1113952.25,499743.76,113951.99
2497920.882,1116235.829,497921.38,116235.62
2497712.038,1117028.278,497712.63,117028.06
2493766.917,1115524.905,493767.64,115524.71
2494302.745,1118342.446,494303.47,118342.25
2495891.261,1120352.649,495891.99,120352.5
2495168.649,1118937.112,495169.32,118936.98
2496111.824,1119501.416,496112.55,119501.22
2496946.314,1118527.411,496947.1,118527.16
2498071.05,1118473.603,498071.68,118473.31
2500394.18,1120040.109,500394.7,120039.91
2495054.576,1120580.063,495055.28,120579.94
2495611.631,1121299.429,495612.366,121299.266
2497322.588,1120651.584,497323.297,120651.43
2497996.58,1120711.853,497997.16,120711.81
2500610.126,1121587.802,500610.62,121587.71
2499731.36,1120939.69,499731.93,120939.59
2501740.14,1126018.831,501740.83,126018.66
2501481.407,1125618.224,501482.15,125617.99
2493934.194,1122527.818,493934.897,122527.663
2495842.239,1122641.844,495842.95,122641.681
2495301.177,1122146.019,495301.87,122145.85
2509205.767,1120071.871,509206.26,120071.8
2488265.91,1114820.785,488266.69,114820.66
2489667.639,1114771.243,489668.4,114771.12
2489989.123,1115652.952,489989.83,115652.8
2490538.946,1115472.571,490539.7,115472.42
2492692.136,1114928.08,492692.85,114927.94
2492471.99,1115981.843,492472.66,115981.68
2494186.094,1113916.991,494186.82,113916.88
2497511.171,1114919.108,497511.826,114918.925
2498026.552,1114330.364,498027.18,114330.15
2498920.465,1114050.697,498921.02,114050.47
2500035.99,1114348.65,500036.55,114348.37
2499639.4,1114251.66,499639.98,114251.43
2500559.533,1116927.98,500560.02,116927.79
2501340.963,1116641.609,501341.49,116641.39
2501640.422,1117027.607,501640.99,117027.45
2500316.882,1118998.961,500317.4,118998.82
2496538.959,1119918.168,496539.708,119917.982
2499597.873,1121399.708,499598.41,121399.48
2505057.477,1122877.317,505058.05,122877.11
2512716.886,1123314.884,512717.41,123314.67
2499480.148,1119618.966,499480.68,119618.75
2498999.664,1117491.835,499000.15,117491.68
2501224.49,1116326.855,501225.08,116326.64
2501819.765,1118301.843,501820.31,118301.66
2504014.462,1120586.215,504015.1,120586.07
2503265.059,1120299.189,503265.69,120299.1
2504005.976,1123086.845,504006.61,123086.65
2510324.491,1122808.316,510325,122808.16
